Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-10-07 09:30:00-04:00,40.459999084472656,40.54999923706055,40.459999084472656,40.459999084472656,3966,0.0,0.0,0.0
2024-10-07 09:32:00-04:00,40.439998626708984,40.439998626708984,40.439998626708984,40.439998626708984,662,0.0,0.0,0.0
2024-10-07 09:34:00-04:00,40.439998626708984,40.439998626708984,40.43000030517578,40.43000030517578,200,0.0,0.0,0.0
2024-10-07 09:35:00-04:00,40.439998626708984,40.470001220703125,40.439998626708984,40.470001220703125,663,0.0,0.0,0.0
2024-10-07 09:38:00-04:00,40.47999954223633,40.47999954223633,40.47999954223633,40.47999954223633,133,0.0,0.0,0.0
2024-10-07 09:40:00-04:00,40.459999084472656,40.459999084472656,40.459999084472656,40.459999084472656,450,0.0,0.0,0.0
2024-10-07 09:42:00-04:00,40.5,40.5,40.499900817871094,40.499900817871094,2471,0.0,0.0,0.0
2024-10-07 09:43:00-04:00,40.5099983215332,40.52000045776367,40.5099983215332,40.5099983215332,510,0.0,0.0,0.0
2024-10-07 09:44:00-04:00,40.5,40.5,40.5,40.5,774,0.0,0.0,0.0
2024-10-07 09:45:00-04:00,40.5,40.5,40.47999954223633,40.47999954223633,1320,0.0,0.0,0.0
2024-10-07 09:46:00-04:00,40.48500061035156,40.48500061035156,40.48500061035156,40.48500061035156,1253,0.0,0.0,0.0
2024-10-07 09:47:00-04:00,40.5099983215332,40.5099983215332,40.49509811401367,40.49509811401367,288,0.0,0.0,0.0
2024-10-07 09:51:00-04:00,40.48461151123047,40.4900016784668,40.48461151123047,40.4900016784668,890,0.0,0.0,0.0
2024-10-07 09:53:00-04:00,40.459999084472656,40.459999084472656,40.459999084472656,40.459999084472656,104,0.0,0.0,0.0
2024-10-07 09:55:00-04:00,40.4900016784668,40.4900016784668,40.4900016784668,40.4900016784668,228,0.0,0.0,0.0
2024-10-07 10:00:00-04:00,40.47999954223633,40.47999954223633,40.45500183105469,40.47999954223633,1040,0.0,0.0,0.0
